"","X","location","number","ABC","DateTime","Air_Temp","Tire","Tire_b","Soil","RH","Tire_RH","Solar","pcpn","dwpt","wdir","wspd","wspd_max","wstdv","Diff","Diff.S","Diff.ST","Diff.RH","Diff.b","condition","pull.date","sheet"
"6237",4911,"Arl","7","S",2021-12-13 16:00:00,8.4,13.281,NA,NA,54.4,50.296,449.2,0,NA,266,0.8,1.7,33.9,4.881,NA,NA,-4.104,NA,"pull2",2021-12-21,"C.1"
"6238",4914,"Arl","7","S",2021-12-13 17:00:00,3.9,9.015,NA,NA,66.3,62.341,26.3,0,NA,289.1,1.2,2.3,15.7,5.115,NA,NA,-3.959,NA,"pull2",2021-12-21,"C.1"
"6239",4917,"Arl","7","S",2021-12-13 18:00:00,1.5,0.742,NA,NA,74.3,86.645,0.3,0,NA,345.4,0.9,2.8,7.3,-0.758,NA,NA,12.345,NA,"pull2",2021-12-21,"C.1"
"6240",4919,"Arl","7","S",2021-12-13 19:00:00,0.2,-2.276,NA,NA,79.8,93.686,0.5,0,NA,20.7,0.1,1.6,23.8,-2.476,NA,NA,13.886,NA,"pull2",2021-12-21,"C.1"
"6241",4921,"Arl","7","S",2021-12-13 20:00:00,-1.3,-4.167,NA,NA,86.6,95.522,0.4,0,NA,0,0,0.8,0,-2.867,NA,NA,8.92200000000001,NA,"pull2",2021-12-21,"C.1"
"6242",4924,"Arl","7","S",2021-12-13 21:00:00,-2.2,-4.957,NA,NA,91.3,96.567,0.3,0,NA,4.1,0.5,1.4,17.7,-2.757,NA,NA,5.267,NA,"pull2",2021-12-21,"C.1"
"6243",4928,"Arl","7","S",2021-12-13 22:00:00,0,-5.172,NA,NA,78.1,95.217,0.2,0,NA,83.4,1.2,2.6,12.4,-5.172,NA,NA,17.117,NA,"pull2",2021-12-21,"C.1"
"6244",4931,"Arl","7","S",2021-12-13 23:00:00,-1.1,-4.53,NA,NA,83.9,96.735,0.4,0,NA,338.8,0,0.9,0.3,-3.43,NA,NA,12.835,NA,"pull2",2021-12-21,"C.1"
"6245",4933,"Arl","7","S",2021-12-14 00:00:00,-1.7,-5.049,NA,NA,88.3,96.564,0.2,0,NA,109.8,0.1,1.1,14.3,-3.349,NA,NA,8.264,NA,"pull2",2021-12-21,"C.1"
"6246",4938,"Arl","7","S",2021-12-14 01:00:00,-2.3,-4.804,NA,NA,91.4,97.31,0.3,0,NA,13.8,0,0.8,7.8,-2.504,NA,NA,5.91,NA,"pull2",2021-12-21,"C.1"
"6247",4940,"Arl","7","S",2021-12-14 02:00:00,-2.4,-4.59,NA,NA,93,97.092,0.1,0,NA,25.9,0.4,1.4,26.5,-2.19,NA,NA,4.092,NA,"pull2",2021-12-21,"C.1"
"6248",4944,"Arl","7","S",2021-12-14 03:00:00,-1.5,-5.11,NA,NA,88.2,97.083,0.2,0,NA,108,1,2.8,17.3,-3.61,NA,NA,8.883,NA,"pull2",2021-12-21,"C.1"
"6249",4945,"Arl","7","S",2021-12-14 04:00:00,-1.4,-4.318,NA,NA,87.6,97.589,0.3,0,NA,99.6,1.4,3,14.2,-2.918,NA,NA,9.989,NA,"pull2",2021-12-21,"C.1"
"6250",4949,"Arl","7","S",2021-12-14 05:00:00,-0.3,-3.33,NA,NA,85.1,100,0.2,0,NA,99.9,2.4,4.2,14.5,-3.03,NA,NA,14.9,NA,"pull2",2021-12-21,"C.1"
"6251",4951,"Arl","7","S",2021-12-14 06:00:00,-0.4,-1.9,NA,NA,86,99.501,0.2,0,NA,92.8,2.9,5.5,11.6,-1.5,NA,NA,13.501,NA,"pull2",2021-12-21,"C.1"
"6252",4954,"Arl","7","S",2021-12-14 07:00:00,-0.9,-1.47,NA,NA,90,99.276,0.7,0,NA,120.8,2.3,5.8,15.5,-0.57,NA,NA,9.276,NA,"pull2",2021-12-21,"C.1"
"6253",4957,"Arl","7","S",2021-12-14 08:00:00,-1.3,-2.073,NA,NA,95.3,99.077,46.4,0,NA,116.4,2.1,3.8,14.2,-0.773,NA,NA,3.777,NA,"pull2",2021-12-21,"C.1"
"6254",4960,"Arl","7","S",2021-12-14 09:00:00,-0.1,-1.498,NA,NA,95.7,100,229.3,0,NA,111.8,2.7,5.2,10.9,-1.398,NA,NA,4.3,NA,"pull2",2021-12-21,"C.1"
"6255",4965,"Arl","7","S",2021-12-14 10:00:00,1.4,0.412,NA,NA,94.3,100,423.7,0,NA,113.1,2.7,4.4,10.7,-0.988,NA,NA,5.7,NA,"pull2",2021-12-21,"C.1"
"6256",4967,"Arl","7","S",2021-12-14 11:00:00,2.7,2.503,NA,NA,93.6,99.93,531.2,0,NA,123.1,3.1,5,11.8,-0.197,NA,NA,6.33000000000001,NA,"pull2",2021-12-21,"C.1"
"6257",4971,"Arl","7","S",2021-12-14 12:00:00,4.6,4.558,NA,NA,87.1,95.768,853,0,NA,127.3,3.4,5.9,13.2,-0.0419999999999998,NA,NA,8.66800000000001,NA,"pull2",2021-12-21,"C.1"
"6258",4972,"Arl","7","S",2021-12-14 13:00:00,5.3,7.343,NA,NA,82.5,81.928,493.6,0,NA,124.3,3.5,5.9,13.4,2.043,NA,NA,-0.572000000000003,NA,"pull2",2021-12-21,"C.1"
"6259",4977,"Arl","7","S",2021-12-14 14:00:00,5.8,6.23,NA,NA,78.8,84.546,327.6,0,NA,143,2.7,5.5,14.5,0.430000000000001,NA,NA,5.74600000000001,NA,"pull2",2021-12-21,"C.1"
"6260",4980,"Arl","7","S",2021-12-14 15:00:00,6.3,6.331,NA,NA,75.4,83.573,246.4,0,NA,137.6,2.8,5.5,12.9,0.0310000000000006,NA,NA,8.17299999999999,NA,"pull2",2021-12-21,"C.1"
"6261",4983,"Arl","7","S",2021-12-14 16:00:00,5.6,6.408,NA,NA,78.2,82.033,153.6,0,NA,132.5,2.4,4.1,12.7,0.808000000000001,NA,NA,3.833,NA,"pull2",2021-12-21,"C.1"
"6262",4985,"Arl","7","S",2021-12-14 17:00:00,4.4,4.376,NA,NA,81.6,88.92,9.6,0,NA,135.2,2.6,5.5,10.1,-0.024,NA,NA,7.32000000000001,NA,"pull2",2021-12-21,"C.1"
"6263",4987,"Arl","7","S",2021-12-14 18:00:00,4.2,3.195,NA,NA,81.9,92.511,0.3,0,NA,136.4,2.8,5,11.2,-1.005,NA,NA,10.611,NA,"pull2",2021-12-21,"C.1"
"6264",4991,"Arl","7","S",2021-12-14 19:00:00,4.1,2.983,NA,NA,82.7,93.421,0.1,0,NA,143.5,3.2,5.6,10.9,-1.117,NA,NA,10.721,NA,"pull2",2021-12-21,"C.1"
"6265",4995,"Arl","7","S",2021-12-14 20:00:00,4.8,3.089,NA,NA,80.5,93.844,0,0,NA,145.1,3.3,5.6,11.1,-1.711,NA,NA,13.344,NA,"pull2",2021-12-21,"C.1"
"6266",4997,"Arl","7","S",2021-12-14 21:00:00,5.5,4.792,NA,NA,80.3,89.71,0.1,0,NA,151,3,5.3,11.4,-0.708,NA,NA,9.41,NA,"pull2",2021-12-21,"C.1"
"6267",5001,"Arl","7","S",2021-12-14 22:00:00,5.6,5.231,NA,NA,84.3,89.898,0.1,0,NA,157.9,2.5,4.7,9.3,-0.369,NA,NA,5.598,NA,"pull2",2021-12-21,"C.1"
"6268",5003,"Arl","7","S",2021-12-14 23:00:00,6.1,5.334,NA,NA,90.2,92.9,0.1,0,NA,161.4,2.7,4.8,9.8,-0.766,NA,NA,2.7,NA,"pull2",2021-12-21,"C.1"
"6269",5005,"Arl","7","S",2021-12-15 00:00:00,6.5,6.026,NA,NA,93.9,95.773,0.1,0,NA,168.2,3.3,5.6,9.4,-0.474,NA,NA,1.87299999999999,NA,"pull2",2021-12-21,"C.1"
"6270",5008,"Arl","7","S",2021-12-15 01:00:00,7.1,6.535,NA,NA,97.1,97.516,0.3,0,NA,171.2,3.6,6.2,9,-0.565,NA,NA,0.416000000000011,NA,"pull2",2021-12-21,"C.1"
"6271",5013,"Arl","7","S",2021-12-15 02:00:00,7.3,6.965,NA,NA,99.6,99.301,0.2,0,NA,175.3,3.2,5.8,10.6,-0.335,NA,NA,-0.298999999999992,NA,"pull2",2021-12-21,"C.1"
"6272",5014,"Arl","7","S",2021-12-15 03:00:00,7.4,7.192,NA,NA,99.9,100,0,0,NA,174.4,3.5,5.6,9.4,-0.208,NA,NA,0.0999999999999943,NA,"pull2",2021-12-21,"C.1"
"6273",5018,"Arl","7","S",2021-12-15 04:00:00,7.7,7.419,NA,NA,99.9,100,0,0,NA,171.5,3.9,6.5,9.2,-0.281000000000001,NA,NA,0.0999999999999943,NA,"pull2",2021-12-21,"C.1"
"6274",5020,"Arl","7","S",2021-12-15 05:00:00,8,7.82,NA,NA,99.9,100,0,0,NA,171.1,3.6,5.5,8.8,-0.18,NA,NA,0.0999999999999943,NA,"pull2",2021-12-21,"C.1"
"6275",5024,"Arl","7","S",2021-12-15 06:00:00,8.6,8.17,NA,NA,99.9,100,0,0,NA,170,3.8,6.2,8.5,-0.43,NA,NA,0.0999999999999943,NA,"pull2",2021-12-21,"C.1"
"6276",5026,"Arl","7","S",2021-12-15 07:00:00,9.2,8.792,NA,NA,99.9,100,0,0,NA,170,3.7,5.6,9.4,-0.407999999999999,NA,NA,0.0999999999999943,NA,"pull2",2021-12-21,"C.1"
"6277",5031,"Arl","7","S",2021-12-15 08:00:00,9.8,9.41,NA,NA,99.9,100,5.9,0,NA,172.4,4.3,6.2,8.5,-0.390000000000001,NA,NA,0.0999999999999943,NA,"pull2",2021-12-21,"C.1"
"6278",5034,"Arl","7","S",2021-12-15 09:00:00,10.6,9.977,NA,NA,99.9,100,23.9,0,NA,171,4.3,6.8,9.2,-0.622999999999999,NA,NA,0.0999999999999943,NA,"pull2",2021-12-21,"C.1"
"6279",5037,"Arl","7","S",2021-12-15 10:00:00,11.5,11.102,NA,NA,99.9,100,59.4,0,NA,168.7,3.5,6.5,9.4,-0.398,NA,NA,0.0999999999999943,NA,"pull2",2021-12-21,"C.1"
"6280",5038,"Arl","7","S",2021-12-15 11:00:00,12.7,11.832,NA,NA,99.9,100,149,0.25,NA,171.1,3.8,7,13.1,-0.867999999999999,NA,NA,0.0999999999999943,NA,"pull2",2021-12-21,"C.1"
"6281",5042,"Arl","7","S",2021-12-15 12:00:00,14.2,13.546,NA,NA,99.7,100,429.2,0,NA,187,6.4,11.3,9.9,-0.654,NA,NA,0.299999999999997,NA,"pull2",2021-12-21,"C.1"
"6282",5045,"Arl","7","S",2021-12-15 13:00:00,15.6,15.103,NA,NA,94.5,100,321.4,0,NA,191.1,6.7,9.9,9.2,-0.497,NA,NA,5.5,NA,"pull2",2021-12-21,"C.1"
"6283",5048,"Arl","7","S",2021-12-15 14:00:00,16.7,16.296,NA,NA,89.3,97.949,492,0,NA,190.8,7.2,10.8,9.5,-0.404,NA,NA,8.649,NA,"pull2",2021-12-21,"C.1"
"6284",5050,"Arl","7","S",2021-12-15 15:00:00,17.4,17.439,NA,NA,85.8,90.286,333.2,0,NA,190.4,7.1,11.3,9.8,0.0390000000000015,NA,NA,4.486,NA,"pull2",2021-12-21,"C.1"
"6285",5054,"Arl","7","S",2021-12-15 16:00:00,17.9,16.939,NA,NA,83.5,91.228,148.2,0,NA,189.6,6.8,10.6,9.9,-0.960999999999999,NA,NA,7.72799999999999,NA,"pull2",2021-12-21,"C.1"
"6286",5058,"Arl","7","S",2021-12-15 17:00:00,17.8,16.892,NA,NA,82.6,90.472,12.8,0,NA,187.6,6.9,10.8,10,-0.908000000000001,NA,NA,7.872,NA,"pull2",2021-12-21,"C.1"
"6287",5060,"Arl","7","S",2021-12-15 18:00:00,17.5,16.701,NA,NA,86.7,90.239,0,0,NA,185.1,7.4,11.2,9.6,-0.798999999999999,NA,NA,3.539,NA,"pull2",2021-12-21,"C.1"
"6288",5064,"Arl","7","S",2021-12-15 19:00:00,17.1,16.177,NA,NA,92.2,96.837,0,0,NA,177.3,8.3,12.2,10.2,-0.923000000000002,NA,NA,4.637,NA,"pull2",2021-12-21,"C.1"
"6289",5065,"Arl","7","S",2021-12-15 20:00:00,16.7,16.344,NA,NA,92,95.744,0,0,NA,182,9.5,14.8,10.9,-0.355999999999998,NA,NA,3.744,NA,"pull2",2021-12-21,"C.1"
"6290",5070,"Arl","7","S",2021-12-15 21:00:00,16.6,16.225,NA,NA,88.9,94.048,0,0,NA,180.9,9.5,14.3,10.8,-0.375,NA,NA,5.148,NA,"pull2",2021-12-21,"C.1"
"6291",5072,"Arl","7","S",2021-12-15 22:00:00,16.8,16.201,NA,NA,85.5,92.101,0,0,NA,176.1,10.4,17,10.9,-0.599,NA,NA,6.601,NA,"pull2",2021-12-21,"C.1"
"6292",5075,"Arl","7","S",2021-12-15 23:00:00,16.7,16.606,NA,NA,87.1,89.308,0.1,2.29,NA,186.8,12,19.7,11.9,-0.0939999999999976,NA,NA,2.20800000000001,NA,"pull2",2021-12-21,"C.1"
"6293",5078,"Arl","7","S",2021-12-16 00:00:00,16.2,15.103,NA,NA,82.4,100,0.1,0,NA,208.9,11.8,19.1,13.1,-1.097,NA,NA,17.6,NA,"pull2",2021-12-21,"C.1"
"6294",5081,"Arl","7","S",2021-12-16 01:00:00,13.6,12.799,NA,NA,64.6,96.955,0.2,0,NA,216.6,12.5,19.6,10.1,-0.801,NA,NA,32.355,NA,"pull2",2021-12-21,"C.1"
"6295",5083,"Arl","7","S",2021-12-16 02:00:00,11,11.248,NA,NA,68.8,90.126,0.4,0,NA,224.7,13.1,21.4,11.4,0.247999999999999,NA,NA,21.326,NA,"pull2",2021-12-21,"C.1"
"6296",5088,"Arl","7","S",2021-12-16 03:00:00,6.9,9.805,NA,NA,73.8,85.603,0.8,0,NA,233.8,13.1,21.9,12.4,2.905,NA,NA,11.803,NA,"pull2",2021-12-21,"C.1"
"6297",5089,"Arl","7","S",2021-12-16 04:00:00,3.4,4.506,NA,NA,80,87.164,0.7,0,NA,228.6,11.4,16.7,12.1,1.106,NA,NA,7.164,NA,"pull2",2021-12-21,"C.1"
"6298",5093,"Arl","7","S",2021-12-16 05:00:00,2.2,3.036,NA,NA,81.6,89.366,0.6,0,NA,232,10.1,15.1,12.4,0.836,NA,NA,7.76600000000001,NA,"pull2",2021-12-21,"C.1"
"6299",5095,"Arl","7","S",2021-12-16 06:00:00,0.9,1.967,NA,NA,81.6,89.095,0.6,0,NA,231.9,9.7,14.6,12.6,1.067,NA,NA,7.495,NA,"pull2",2021-12-21,"C.1"
"6300",5100,"Arl","7","S",2021-12-16 07:00:00,-0.2,0.825,NA,NA,78.3,88.379,0.5,0,NA,237.9,9.5,15.2,12.9,1.025,NA,NA,10.079,NA,"pull2",2021-12-21,"C.1"
"6301",5102,"Arl","7","S",2021-12-16 08:00:00,-0.8,-0.367,NA,NA,78,87,12.8,0,NA,238.7,8.7,13.2,12.6,0.433,NA,NA,9,NA,"pull2",2021-12-21,"C.1"
"6302",5104,"Arl","7","S",2021-12-16 09:00:00,-1.1,-0.395,NA,NA,79.5,87.771,58.3,0,NA,241.5,8.3,13.8,12.6,0.705,NA,NA,8.271,NA,"pull2",2021-12-21,"C.1"
"6303",5108,"Arl","7","S",2021-12-16 10:00:00,-1.3,-0.395,NA,NA,78.3,87.546,106.2,0,NA,242.3,9.9,14.6,15.2,0.905,NA,NA,9.24600000000001,NA,"pull2",2021-12-21,"C.1"
"6304",5111,"Arl","7","S",2021-12-16 11:00:00,-1.3,-0.535,NA,NA,76.2,85.774,172.9,0,NA,246.1,9.1,16.9,15.8,0.765,NA,NA,9.574,NA,"pull2",2021-12-21,"C.1"
"6305",5114,"Arl","7","S",2021-12-16 12:00:00,-1.3,-0.255,NA,NA,73.3,83.757,332.7,0,NA,249.8,9.4,15.1,18.2,1.045,NA,NA,10.457,NA,"pull2",2021-12-21,"C.1"
"6306",5117,"Arl","7","S",2021-12-16 13:00:00,-0.5,0.356,NA,NA,69.5,80.312,958.4,0,NA,250,8.2,12.2,15.5,0.856,NA,NA,10.812,NA,"pull2",2021-12-21,"C.1"
"6307",5121,"Arl","7","S",2021-12-16 14:00:00,0.4,3.985,NA,NA,66.2,67.034,1063.3,0,NA,246.9,7.9,12.5,15,3.585,NA,NA,0.834000000000003,NA,"pull2",2021-12-21,"C.1"
"6308",5122,"Arl","7","S",2021-12-16 15:00:00,0.5,4.454,NA,NA,63.1,64.84,750.4,0,NA,251.9,8,12.5,17.1,3.954,NA,NA,1.74,NA,"pull2",2021-12-21,"C.1"
"6309",5127,"Arl","7","S",2021-12-16 16:00:00,0.1,2.128,NA,NA,61.2,69.293,332.7,0,NA,248.7,7,11.9,13.8,2.028,NA,NA,8.093,NA,"pull2",2021-12-21,"C.1"
"6310",5129,"Arl","7","S",2021-12-16 17:00:00,-0.9,-0.395,NA,NA,62,75.835,21.9,0,NA,254.4,6.4,11,14.6,0.505,NA,NA,13.835,NA,"pull2",2021-12-21,"C.1"
"6311",5133,"Arl","7","S",2021-12-16 18:00:00,-1.6,-1.699,NA,NA,62.3,78.129,0.2,0,NA,248.5,6,9.7,16.5,-0.099,NA,NA,15.829,NA,"pull2",2021-12-21,"C.1"
"6312",5134,"Arl","7","S",2021-12-16 19:00:00,-2.3,-2.305,NA,NA,62.8,79.215,0.3,0,NA,254.5,5.7,9.7,15.7,-0.00500000000000034,NA,NA,16.415,NA,"pull2",2021-12-21,"C.1"
"6313",5139,"Arl","7","S",2021-12-16 20:00:00,-2.9,-2.918,NA,NA,65.5,81.109,0.2,0,NA,258.4,6.1,10.4,17.7,-0.0180000000000002,NA,NA,15.609,NA,"pull2",2021-12-21,"C.1"
"6314",5141,"Arl","7","S",2021-12-16 21:00:00,-3.5,-3.39,NA,NA,67.5,83.464,0.3,0,NA,258.6,4.4,8.6,16.7,0.11,NA,NA,15.964,NA,"pull2",2021-12-21,"C.1"
"6315",5144,"Arl","7","S",2021-12-16 22:00:00,-3.9,-4.197,NA,NA,68.1,85.823,0.4,0,NA,260.9,4.4,7.4,17.1,-0.297,NA,NA,17.723,NA,"pull2",2021-12-21,"C.1"
"6316",5146,"Arl","7","S",2021-12-16 23:00:00,-4.4,-4.469,NA,NA,69,86.128,0.3,0,NA,260.1,4.1,7.2,15.9,-0.069,NA,NA,17.128,NA,"pull2",2021-12-21,"C.1"
"6317",5150,"Arl","7","S",2021-12-17 00:00:00,-5,-5.018,NA,NA,70.9,88.255,0.4,0,NA,265.9,4.3,7,14.8,-0.0179999999999998,NA,NA,17.355,NA,"pull2",2021-12-21,"C.1"
"6318",5154,"Arl","7","S",2021-12-17 01:00:00,-5.5,-5.388,NA,NA,73.7,88.55,0.2,0,NA,267,3.6,5.6,13.7,0.112,NA,NA,14.85,NA,"pull2",2021-12-21,"C.1"
"6319",5155,"Arl","7","S",2021-12-17 02:00:00,-5.9,-6.01,NA,NA,76.5,91.549,0.2,0,NA,267,3,5,11.1,-0.109999999999999,NA,NA,15.049,NA,"pull2",2021-12-21,"C.1"
"6320",5159,"Arl","7","S",2021-12-17 03:00:00,-6.2,-6.388,NA,NA,77.7,92.495,0.1,0,NA,264.5,2.5,4.4,11,-0.188,NA,NA,14.795,NA,"pull2",2021-12-21,"C.1"
"6321",5162,"Arl","7","S",2021-12-17 04:00:00,-6.6,-6.77,NA,NA,79,93.172,0.2,0,NA,275.1,2.7,4.8,12,-0.17,NA,NA,14.172,NA,"pull2",2021-12-21,"C.1"
"6322",5165,"Arl","7","S",2021-12-17 05:00:00,-6.9,-6.994,NA,NA,78.3,92.993,0.1,0,NA,297,2.3,4,12.1,-0.0939999999999994,NA,NA,14.693,NA,"pull2",2021-12-21,"C.1"
"6323",5167,"Arl","7","S",2021-12-17 06:00:00,-7.8,-7.575,NA,NA,82.9,93.257,0,0,NA,309,1.6,2.5,11.8,0.225,NA,NA,10.357,NA,"pull2",2021-12-21,"C.1"
"6324",5170,"Arl","7","S",2021-12-17 07:00:00,-7.8,-8.364,NA,NA,81.4,95.135,0.2,0,NA,286.8,0.4,1.7,2.5,-0.564000000000001,NA,NA,13.735,NA,"pull2",2021-12-21,"C.1"
"6325",5174,"Arl","7","S",2021-12-17 08:00:00,-7.8,-8.663,NA,NA,81.2,94.958,55.6,0,NA,317.3,0.2,1.4,2.9,-0.863,NA,NA,13.758,NA,"pull2",2021-12-21,"C.1"
"6326",5176,"Arl","7","S",2021-12-17 09:00:00,-6.8,-8.132,NA,NA,76.7,95.964,230.4,0,NA,341.6,1.8,3.4,20.2,-1.332,NA,NA,19.264,NA,"pull2",2021-12-21,"C.1"
"6327",5180,"Arl","7","S",2021-12-17 10:00:00,-6,-5.636,NA,NA,71.5,97.442,897.8,0,NA,5.1,2.9,4.7,21.4,0.364,NA,NA,25.942,NA,"pull2",2021-12-21,"C.1"
"6328",5184,"Arl","7","S",2021-12-17 11:00:00,-5.1,0.273,NA,NA,64.8,81.928,1279.6,0,NA,7.4,2.3,4.5,27.6,5.373,NA,NA,17.128,NA,"pull2",2021-12-21,"C.1"
"6329",5185,"Arl","7","S",2021-12-17 12:00:00,-3.3,7.318,NA,NA,56.8,50.962,1388.7,0,NA,52.9,1.6,4.5,21.1,10.618,NA,NA,-5.83799999999999,NA,"pull2",2021-12-21,"C.1"
"6330",5188,"Arl","7","S",2021-12-17 13:00:00,-3,9.558,NA,NA,56.9,42.55,874.8,0,NA,41.8,2.7,4.8,17.4,12.558,NA,NA,-14.35,NA,"pull2",2021-12-21,"C.1"
"6331",5191,"Arl","7","S",2021-12-17 14:00:00,-2.9,4.61,NA,NA,57.6,54.94,550,0,NA,58.2,2.8,5,14.9,7.51,NA,NA,-2.66,NA,"pull2",2021-12-21,"C.1"
"6332",5194,"Arl","7","S",2021-12-17 15:00:00,-3.2,1.588,NA,NA,60,62.607,284,0,NA,66.4,2.8,4.8,17.4,4.788,NA,NA,2.607,NA,"pull2",2021-12-21,"C.1"
"6333",5197,"Arl","7","S",2021-12-17 16:00:00,-3.7,-0.62,NA,NA,63.5,71.155,97.6,0,NA,68.4,3.2,5,13.1,3.08,NA,NA,7.655,NA,"pull2",2021-12-21,"C.1"
"6334",5200,"Arl","7","S",2021-12-17 17:00:00,-3.9,-2.421,NA,NA,65.6,77.577,8.1,0,NA,57.9,3.3,5.5,11.1,1.479,NA,NA,11.977,NA,"pull2",2021-12-21,"C.1"
"6335",5204,"Arl","7","S",2021-12-17 18:00:00,-4.3,-3.301,NA,NA,69.4,83.208,0.5,0,NA,46.4,3.7,6,10.6,0.999,NA,NA,13.808,NA,"pull2",2021-12-21,"C.1"
"6336",5208,"Arl","7","S",2021-12-17 19:00:00,-4.9,-3.717,NA,NA,72.9,85.344,0.3,0,NA,50.5,3.8,6.3,11.3,1.183,NA,NA,12.444,NA,"pull2",2021-12-21,"C.1"
"6337",5210,"Arl","7","S",2021-12-17 20:00:00,-5,-4.197,NA,NA,74.4,87.161,0.3,0,NA,61,4.3,6.7,10.9,0.803,NA,NA,12.761,NA,"pull2",2021-12-21,"C.1"
"6338",5214,"Arl","7","S",2021-12-17 21:00:00,-4.9,-3.866,NA,NA,75.4,86.527,0.2,0,NA,56.4,3.6,5.6,11.4,1.034,NA,NA,11.127,NA,"pull2",2021-12-21,"C.1"
"6339",5216,"Arl","7","S",2021-12-17 22:00:00,-4.7,-3.687,NA,NA,76.9,87.834,0.1,0,NA,64.5,3.6,5.6,11.9,1.013,NA,NA,10.934,NA,"pull2",2021-12-21,"C.1"
"6340",5220,"Arl","7","S",2021-12-17 23:00:00,-4.8,-3.627,NA,NA,80.5,88.833,0.2,0,NA,58.1,3.8,5.9,12.3,1.173,NA,NA,8.333,NA,"pull2",2021-12-21,"C.1"
"6341",5221,"Arl","7","S",2021-12-18 00:00:00,-5,-3.657,NA,NA,82.5,89.609,0.2,0,NA,49.8,3.8,6.5,14.5,1.343,NA,NA,7.10899999999999,NA,"pull2",2021-12-21,"C.1"
"6342",5225,"Arl","7","S",2021-12-18 01:00:00,-5.4,-3.866,NA,NA,84.8,91.159,0.2,0,NA,22.6,4.7,7.2,10.8,1.534,NA,NA,6.35900000000001,NA,"pull2",2021-12-21,"C.1"
"6343",5228,"Arl","7","S",2021-12-18 02:00:00,-5.5,-4.197,NA,NA,85.1,91.071,0.4,0,NA,23,4.3,6.8,9.5,1.303,NA,NA,5.971,NA,"pull2",2021-12-21,"C.1"
"6344",5232,"Arl","7","S",2021-12-18 03:00:00,-5.6,-4.287,NA,NA,84.8,91.675,0.3,0,NA,18.7,4.1,6.7,10.6,1.313,NA,NA,6.875,NA,"pull2",2021-12-21,"C.1"
"6345",5233,"Arl","7","S",2021-12-18 04:00:00,-5.7,-4.439,NA,NA,84.9,90.862,0.5,0,NA,18.4,4.3,7,10.3,1.261,NA,NA,5.96199999999999,NA,"pull2",2021-12-21,"C.1"
"6346",5237,"Arl","7","S",2021-12-18 05:00:00,-5.7,-4.56,NA,NA,85.5,92.275,0.3,0,NA,13.1,4.2,6,12,1.14,NA,NA,6.77500000000001,NA,"pull2",2021-12-21,"C.1"
"6347",5241,"Arl","7","S",2021-12-18 06:00:00,-5.9,-4.773,NA,NA,85.5,92.145,0.5,0,NA,2.9,4.8,7.1,26,1.127,NA,NA,6.645,NA,"pull2",2021-12-21,"C.1"
"6348",5242,"Arl","7","S",2021-12-18 07:00:00,-5.8,-4.957,NA,NA,85,92.383,0.2,0,NA,359.1,4.9,6.8,26.8,0.843,NA,NA,7.383,NA,"pull2",2021-12-21,"C.1"
"6349",5245,"Arl","7","S",2021-12-18 08:00:00,-5.8,-4.957,NA,NA,84.9,92.407,14,0,NA,2.6,4.8,7.1,20.2,0.843,NA,NA,7.50699999999999,NA,"pull2",2021-12-21,"C.1"
"6350",5249,"Arl","7","S",2021-12-18 09:00:00,-5.4,-5.018,NA,NA,83.8,92.677,198.1,0,NA,2.4,5.5,7.7,26.1,0.382000000000001,NA,NA,8.87700000000001,NA,"pull2",2021-12-21,"C.1"
"6351",5253,"Arl","7","S",2021-12-18 10:00:00,-4.6,-3.271,NA,NA,81.9,89.317,605.7,0,NA,1.3,4.9,7.1,24.7,1.329,NA,NA,7.41699999999999,NA,"pull2",2021-12-21,"C.1"
"6352",5255,"Arl","7","S",2021-12-18 11:00:00,-3.2,0.107,NA,NA,78.1,80.594,1081.5,0,NA,355.2,4.3,6.8,26.3,3.307,NA,NA,2.494,NA,"pull2",2021-12-21,"C.1"
"6353",5259,"Arl","7","S",2021-12-18 12:00:00,-2,4.818,NA,NA,74.7,63.968,1046.5,0,NA,339.7,3.7,6.2,21.6,6.818,NA,NA,-10.732,NA,"pull2",2021-12-21,"C.1"
"6354",5262,"Arl","7","S",2021-12-18 13:00:00,-1.7,6.026,NA,NA,71.6,57.595,445.6,0,NA,336.3,4,6.5,24.2,7.726,NA,NA,-14.005,NA,"pull2",2021-12-21,"C.1"
"6355",5265,"Arl","7","S",2021-12-18 14:00:00,-1.8,1.751,NA,NA,70.5,71.412,305.8,0,NA,344.1,3.9,6.7,22.3,3.551,NA,NA,0.912000000000006,NA,"pull2",2021-12-21,"C.1"
"6356",5268,"Arl","7","S",2021-12-18 15:00:00,-1.9,0.797,NA,NA,71.8,74.997,155.2,0,NA,326.6,3.9,6,18,2.697,NA,NA,3.197,NA,"pull2",2021-12-21,"C.1"
"6357",5271,"Arl","7","S",2021-12-18 16:00:00,-2.3,-0.283,NA,NA,73,79.098,68.5,0,NA,323.1,4.6,7,16.6,2.017,NA,NA,6.098,NA,"pull2",2021-12-21,"C.1"
"6358",5273,"Arl","7","S",2021-12-18 17:00:00,-2.8,-1.356,NA,NA,74.5,81.781,9.2,0,NA,319.8,4.2,6.5,15.1,1.444,NA,NA,7.28100000000001,NA,"pull2",2021-12-21,"C.1"
